pmid,title,authors,abstract,citation_count,publication_date
27542302,"Adalimumab for prevention of uveitic flare in patients with inactive non-infectious uveitis controlled by corticosteroids (VISUAL II): a multicentre, double-masked, randomised, placebo-controlled phase 3 trial.","Nguyen, Quan Dong; Merrill, Pauline T; Jaffe, Glenn J; Dick, Andrew D; Kurup, Shree Kumar; Sheppard, John; Schlaen, Ariel; Pavesio, Carlos; Cimino, Luca; Van Calster, Joachim; Camez, Anne A; Kwatra, Nisha V; Song, Alexandra P; Kron, Martina; Tari, Samir; Brézin, Antoine P","Title: Adalimumab for prevention of uveitic flare in patients with inactive non-infectious uveitis controlled by corticosteroids (VISUAL II): a multicentre, double-masked, randomised, placebo-controlled phase 3 trial.
Authors: Nguyen, Quan Dong; Merrill, Pauline T; Jaffe, Glenn J; Dick, Andrew D; Kurup, Shree Kumar; Sheppard, John; Schlaen, Ariel; Pavesio, Carlos; Cimino, Luca; Van Calster, Joachim; Camez, Anne A; Kwatra, Nisha V; Song, Alexandra P; Kron, Martina; Tari, Samir; Brézin, Antoine P
Publication Date: 2016-Sep-17
PMID: 27542302
Non-infectious uveitis is a potentially sight-threatening ocular disorder caused by chronic inflammation and its complications. Therapeutic success is limited by systemic adverse effects associated with long-term corticosteroid and immunomodulator use if topical medication is not sufficient to control the inflammation. We aimed to assess the efficacy and safety of adalimumab in patients with inactive, non-infectious uveitis controlled by systemic corticosteroids.
METHODS: We did this multicentre, double-masked, randomised, placebo-controlled phase 3 trial at 62 study sites in 21 countries in the USA, Canada, Europe, Israel, Australia, and Latin America. Patients (aged ≥18 years) with inactive, non-infectious intermediate, posterior, or panuveitic uveitis controlled by 10-35 mg/day of prednisone were randomly assigned (1:1), via an interactive voice and web response system with a block size of four, to receive either subcutaneous adalimumab (loading dose 80 mg; biweekly dose 40 mg) or placebo, with a mandatory prednisone taper from week 2. Randomisation was stratified by baseline immunosuppressant treatment. Sponsor personnel with direct oversight of the conduct and management of the study, investigators, study site personnel, and patients were masked to treatment allocation. The primary efficacy endpoint was time to treatment failure, a multicomponent endpoint encompassing new active inflammatory chorioretinal or inflammatory retinal vascular lesions, anterior chamber cell grade, vitreous haze grade, and visual acuity. Analysis was done in the intention-to-treat population. This trial is registered with ClinicalTrials.gov number NCT01124838.
FINDINGS: Between Aug 10, 2010, and May 14, 2015, we randomly assigned 229 patients to receive placebo (n=114) or adalimumab (n=115); 226 patients comprised the intention-to-treat population. Median follow-up time was 155 days (IQR 77-357) in the placebo group and 245 days (119-564) in the adalimumab group. Treatment failure occurred in 61 (55%) of 111 patients in the placebo group compared with 45 (39%) of 115 patients in the adalimumab group. Time to treatment failure was significantly improved in the adalimumab group compared with the placebo group (median not estimated [>18 months] vs 8·3 months; hazard ratio 0·57, 95% CI 0·39-0·84; p=0·004). The 40th percentile for time to treatment failure was 4·8 months in the placebo group and 10·2 months in the adalimumab group. No patients in either group had opportunistic infections (excluding oral candidiasis and tuberculosis). No malignancies were reported in the placebo group whereas one (1%) patient in the adalimumab group reported non-serious squamous cell carcinoma. The most common adverse events were arthralgia (12 [11%] patients in the placebo group and 27 [23%] patients in the adalimumab group), nasopharyngitis (16 [17%] and eight [16%] patients, respectively), and headache (17 [15%] patients in each group).
INTERPRETATION: Adalimumab significantly lowered the risk of uveitic flare or loss of visual acuity upon corticosteroid withdrawal in patients with inactive, non-infectious intermediate, posterior, or panuveitic uveitis controlled by systemic corticosteroids. No new safety signals were observed and the rate of adverse events was similar between groups. These findings suggest that adalimumab is well tolerated and could be an effective treatment option in this patient population. An open-label extension study (NCT01148225) is ongoing to provide long-term safety data for adalimumab in patients with non-infectious uveitis.
FUNDING: AbbVie.",133,2016-Sep-17
19585358,International criteria for the diagnosis of ocular sarcoidosis: results of the first International Workshop On Ocular Sarcoidosis (IWOS).,"Herbort, Carl P; Rao, Narsing A; Mochizuki, Manabu","Title: International criteria for the diagnosis of ocular sarcoidosis: results of the first International Workshop On Ocular Sarcoidosis (IWOS).
Authors: Herbort, Carl P; Rao, Narsing A; Mochizuki, Manabu
Publication Date: 2009-1-1
PMID: 19585358
To report criteria for the diagnosis of intraocular sarcoidosis, taking into account suggestive clinical signs and appropriate laboratory investigations and biopsy results.
DESIGN: Concensus workshop of an international committee on nomenclature.
METHODS: An international group of uveitis specialists from Asia, Africa, Europe, and America met in a concensus conference in Shinagawa, Tokyo on October 28-29, 2006. Based on questionnaires that had been sent out prior to the conference, the participants discussed potential intraocular clinical signs eligible for a diagnosis of ocular sarcoidosis. A refined definition of clinical signs, which received two-thirds majority of votes, was included in the list of signs consistent with ocular sarcoidosis. Laboratory investigations were similarly discussed and those tests reaching a two-thirds majority were retained for the diagnosis of ocular sarcoidosis. Finally diagnostic criteria were proposed based on ocular signs, laboratory investigations, and biopsy results.
RESULTS: The concensus conference identified seven signs in the diagnosis of intraocular sarcoidosis: (1) mutton-fat keratic precipitates (KPs)/small granulomatous KPs and/or iris nodules (Koeppe/Busacca), (2) trabecular meshwork (TM) nodules and/or tent-shaped peripheral anterior synechiae (PAS), (3) vitreous opacities displaying snowballs/strings of pearls, (4) multiple chorioretinal peripheral lesions (active and/or atrophic), (5) nodular and/or segmental peri-phlebitis (+/- candlewax drippings) and/or retinal macroaneurism in an inflamed eye, 6) optic disc nodule(s)/granuloma(s) and/or solitary choroidal nodule, and (7) bilaterality. The laboratory investigations or investigational procedures that were judged to provide value in the diagnosis of ocular sarcoidosis in patients having the above intraocular signs included (1) negative tuberculin skin test in a BCG-vaccinated patient or in a patient having had a positive tuberculin skin test previously, (2) elevated serum angiotensin converting enzyme (ACE) levels and/or elevated serum lysozyme, (3) chest x-ray revealing bilateral hilar lymphadenopathy (BHL), (4) abnormal liver enzyme tests, and (5) chest CT scan in patients with a negative chest x-ray result. Four levels of certainty for the diagnosis of ocular sarcoidosis (diagnostic criteria) were recommended in patients in whom other possible causes of uveitis had been excluded: (1) biopsy-supported diagnosis with a compatible uveitis was labeled as definite ocular sarcoidosis; (2) if biopsy was not done but chest x-ray was positive showing BHL associated with a compatible uveitis, the condition was labeled as presumed ocular sarcoidosis; (3) if biopsy was not done and the chest x-ray did not show BHL but there were 3 of the above intraocular signs and 2 positive laboratory tests, the condition was labeled as probable ocular sarcoidosis; and (4) if lung biopsy was done and the result was negative but at least 4 of the above signs and 2 positive laboratory investigations were present, the condition was labeled as possible ocular sarcoidosis.
CONCLUSION: Various clinical signs, laboratory investigations, and biopsy results provided four diagnostic categories of sarcoid uveitis. The categorization allows prospective multinational clinical trials to be conducted using a standardized nomenclature, which serves as a platform for comparison of visual outcomes with various therapeutic modalities.",129,2009-1-1
15364218,Uveitis in Behçet disease: an analysis of 880 patients.,"Tugal-Tutkun, Ilknur; Onal, Sumru; Altan-Yaycioglu, Rana; Huseyin Altunbas, Hasan; Urgancioglu, Meri","Title: Uveitis in Behçet disease: an analysis of 880 patients.
Authors: Tugal-Tutkun, Ilknur; Onal, Sumru; Altan-Yaycioglu, Rana; Huseyin Altunbas, Hasan; Urgancioglu, Meri
Publication Date: 2004-Sep-1
PMID: 15364218
We aimed to describe the demographic and clinical features, ocular manifestations, complications, visual prognosis, and treatment in a large population of Turkish patients with Behçet uveitis. We also aimed to compare visual prognosis between male and female sex and between patients who presented before and after 1990.
DESIGN: Observational case series.
METHODS: A retrospective study of 880 consecutive patients (1,567 eyes) with Behçet uveitis seen at the Uveitis Service, Department of Ophthalmology, Istanbul Faculty of Medicine, Istanbul University, from 1980 to 1998. All patients met the classification criteria of the International Study Group for Behçet's Disease. Information on the patient's sex, age at onset of uveitis, ocular features, ocular complications, visual acuity, and systemic treatment was collected.
RESULTS: Five hundred ninety-nine patients (68%) were male and 281 (32%) were female. The mean age at onset of uveitis was 28.5 years in male and 30 years in female patients. Ocular involvement was bilateral in 78.1% and unilateral in 21.9% of the patients. Panuveitis was the most common form in both sexes. Fundus lesions as well as sight-threatening complications were more common in males. At the beginning of the follow-up, potential visual acuity was 0.1 or less in 30.9% of eyes in males and 24.2% of eyes in females. Kaplan-Meier survival analysis estimated the risks of losing useful vision (>0.1) at 5 and 10 years for males and females as 21% vs 10% and 30% vs 17%, respectively. Male patients who presented in the 1990s had a significantly lower risk of losing vision compared with male patients who presented in the 1980s.
CONCLUSION: Behçet uveitis starts frequently around the end of the third decade and has a male predominance. The disease is more severe and the risk of losing useful vision is higher in males than in females. However, this risk has been significantly reduced in the 1990s.",127,2004-Sep-1
24359625,Expert panel recommendations for the use of anti-tumor necrosis factor biologic agents in patients with ocular inflammatory disorders.,"Levy-Clarke, Grace; Jabs, Douglas A; Read, Russell W; Rosenbaum, James T; Vitale, Albert; Van Gelder, Russell N","Title: Expert panel recommendations for the use of anti-tumor necrosis factor biologic agents in patients with ocular inflammatory disorders.
Authors: Levy-Clarke, Grace; Jabs, Douglas A; Read, Russell W; Rosenbaum, James T; Vitale, Albert; Van Gelder, Russell N
Publication Date: 2014-Mar-1
PMID: 24359625
To provide recommendations for the use of anti-tumor necrosis factor α (TNF-α) biologic agents in patients with ocular inflammatory disorders.
CLINICAL RELEVANCE: Ocular inflammatory diseases remain a leading cause of vision loss worldwide. Anti-TNF-α agents are used widely in treatment of rheumatologic diseases. A committee of the American Uveitis Society performed a systematic review of literature to generate guidelines for use of these agents in ocular inflammatory conditions.
METHODS: A systematic review of published studies was performed. Recommendations were generated using the Grading of Recommendations Assessment, Development, and Evaluation group criteria.
RESULTS: Numerous studies including controlled clinical trials have demonstrated that anti-TNF-α biologic agents (in particular infliximab and adalimumab) are effective in the treatment of severe ocular inflammatory disease. Based on these studies, the expert panel makes the following recommendations.
CONCLUSIONS: Infliximab and adalimumab can be considered as first-line immunomodulatory agents for the treatment of ocular manifestations of Behçet's disease. Infliximab and adalimumab can be considered as second-line immunomodulatory agents for the treatment of uveitis associated with juvenile arthritis. Infliximab and adalimumab can be considered as potential second-line immunomodulatory agents for the treatment of severe ocular inflammatory conditions including posterior uveitis, panuveitis, severe uveitis associated with seronegative spondyloarthropathy, and scleritis in patients requiring immunomodulation in patients who have failed or who are not candidates for antimetabolite or calcineurin inhibitor immunomodulation. Infliximab and adalimumab can be considered in these patients in preference to etanercept, which seems to be associated with lower rates of treatment success.",125,2014-Mar-1
8554079,Causes of uveitis in the general practice of ophthalmology. UCLA Community-Based Uveitis Study Group.,"McCannel, C A; Holland, G N; Helm, C J; Cornell, P J; Winston, J V; Rimmer, T G","Title: Causes of uveitis in the general practice of ophthalmology. UCLA Community-Based Uveitis Study Group.
Authors: McCannel, C A; Holland, G N; Helm, C J; Cornell, P J; Winston, J V; Rimmer, T G
Publication Date: 1996-Jan-1
PMID: 8554079
Most uveitis case series have come from tertiary care centers, and the relative frequencies of disorders they report may reflect referral bias. We sought information about the types of uveitis encountered in the general practice of ophthalmology.
METHODS: We prospectively examined 213 consecutive cases of general uveitis, defined as intraocular inflammation other than cytomegalovirus retinopathy, seen by a group of community-based comprehensive ophthalmologists. This group of cases was compared with 213 consecutive cases of general uveitis examined by a uveitis specialist at a university referral center in the same community. All cases were categorized by anatomic site of inflammation and disease course, and, if possible, they were assigned a specific diagnosis. Cases of cytomegalovirus retinopathy and masquerade syndrome seen during the same intervals were recorded separately.
RESULTS: The distribution of general uveitis cases by anatomic site of disease was significantly different between the community-based practices (anterior, 90.6%; intermediate, 1.4%; posterior 4.7%; panuveitis, 1.4%) and the university referral practice (anterior, 60.6%; intermediate, 12.2%; posterior, 14.6%; panuveitis, 9.4%; P < .00005). A cause or clinical syndrome could be assigned to 47.4% of cases in the community-based practices, and to 57.8% of cases in the university referral practice (P = .03). HLA-B27-associated anterior uveitis, cytomegalovirus retinopathy, and toxoplasmic retinochoroiditis were among the five most common forms of uveitis in both practice settings.
CONCLUSION: The relative frequencies with which various forms of uveitis are seen in a tertiary referral center do not necessarily reflect the experience of ophthalmologists from the community in which the center is located. Anterior uveitis and disorders of sudden onset constitute a greater proportion of cases seen by community-based comprehensive ophthalmologists.",114,1996-Jan-1
21807112,Understanding uveitis: the impact of research on visual outcomes.,"de Smet, Marc D; Taylor, Simon R J; Bodaghi, Bahram; Miserocchi, Elisabetta; Murray, Philip I; Pleyer, Uwe; Zierhut, Manfred; Barisani-Asenbauer, Talin; LeHoang, Phuc; Lightman, Sue","Title: Understanding uveitis: the impact of research on visual outcomes.
Authors: de Smet, Marc D; Taylor, Simon R J; Bodaghi, Bahram; Miserocchi, Elisabetta; Murray, Philip I; Pleyer, Uwe; Zierhut, Manfred; Barisani-Asenbauer, Talin; LeHoang, Phuc; Lightman, Sue
Publication Date: 2011-Nov-1
PMID: 21807112
The term uveitis encompasses a very diverse group of inflammatory ocular diseases that cause a significant burden of legal and economic blindness. Indeed, the socioeconomic impact of uveitis is at least as significant as that of diabetic retinopathy and, in the majority of cases, those affected are young individuals of working age. Significant progress has been made in our understanding of the mechanisms underlying the inflammatory process through the use of animal models, but correlation with human disease has proved elusive and many scientific approaches which appear highly effective in animal models prove to be less effective in patients. Nevertheless, effective, targeted treatments are needed in uveitis as current treatment is based on corticosteroids and immunosuppressive drugs whose usefulness is limited by their many side-effects. The aims of this review are to summarize the state of clinical research in uveitis, to identify gaps in our knowledge, and to propose new opportunities and methodologies for future developments in all aspects of uveitis research, including epidemiology, economic impact analysis, diagnosis, therapeutics, and clinical study design. Optimal patient management and efficient drug development depend on validated structured tools, such as those that have helped to drive a rapid acceleration in the means and methods available to assess and treat patients with rheumatoid arthritis and cancer. Uveitis care should witness a similar boom as the issues discussed are resolved.",113,2011-Nov-1
21840602,"Randomized comparison of systemic anti-inflammatory therapy versus fluocinolone acetonide implant for intermediate, posterior, and panuveitis: the multicenter uveitis steroid treatment trial.","Kempen, John H; Altaweel, Michael M; Holbrook, Janet T; Jabs, Douglas A; Louis, Thomas A; Sugar, Elizabeth A; Thorne, Jennifer E","Title: Randomized comparison of systemic anti-inflammatory therapy versus fluocinolone acetonide implant for intermediate, posterior, and panuveitis: the multicenter uveitis steroid treatment trial.
Authors: Kempen, John H; Altaweel, Michael M; Holbrook, Janet T; Jabs, Douglas A; Louis, Thomas A; Sugar, Elizabeth A; Thorne, Jennifer E
Publication Date: 2011-Oct-1
PMID: 21840602
To compare the relative effectiveness of systemic corticosteroids plus immunosuppression when indicated (systemic therapy) versus fluocinolone acetonide implant (implant therapy) for noninfectious intermediate, posterior, or panuveitis (uveitis).
DESIGN: Randomized controlled parallel superiority trial.
PARTICIPANTS: Patients with active or recently active uveitis.
METHODS: Participants were randomized (allocation ratio 1:1) to systemic or implant therapy at 23 centers (3 countries). Implant-assigned participants with bilateral uveitis were assigned to have each eye that warranted study treatment implanted. Treatment-outcome associations were analyzed by assigned treatment for all eyes with uveitis.
MAIN OUTCOME MEASURES: Masked examiners measured the primary outcome: change in best-corrected visual acuity from baseline. Secondary outcomes included patient-reported quality of life, ophthalmologist-graded uveitis activity, and local and systemic complications of uveitis or therapy. Reading Center graders and glaucoma specialists assessing ocular complications were masked. Participants, ophthalmologists, and coordinators were unmasked.
RESULTS: On evaluation of changes from baseline to 24 months among 255 patients randomized to implant and systemic therapy (479 eyes with uveitis), the implant and systemic therapy groups had an improvement in visual acuity of +6.0 and +3.2 letters (P = 0.16, 95% confidence interval on difference in improvement between groups, -1.2 to +6.7 letters, positive values favoring implant), an improvement in vision-related quality of life of +11.4 and +6.8 units (P = 0.043), a change in EuroQol-EQ5D health utility of +0.02 and -0.02 (P = 0.060), and residual active uveitis in 12% and 29% (P=0.001), respectively. Over the 24 month period, implant-assigned eyes had a higher risk of cataract surgery (80%, hazard ratio [HR] = 3.3, P < 0.0001), treatment for elevated intraocular pressure (61%, HR=4.2, P < 0.0001), and glaucoma (17%, HR=4.2, P = 0.0008). Patients assigned to systemic therapy had more prescription-requiring infections than patients assigned to implant therapy (0.60 vs 0.36/person-year, P=0.034), without notable long-term consequences; systemic adverse outcomes otherwise were unusual in both groups, with minimal differences between groups.
CONCLUSIONS: In each treatment group, mean visual acuity improved over 24 months, with neither approach superior to a degree detectable with the study's power. Therefore, the specific advantages and disadvantages identified should dictate selection between the alternative treatments in consideration of individual patients' particular circumstances. Systemic therapy with aggressive use of corticosteroid-sparing immunosuppression was well tolerated, suggesting that this approach is reasonably safe for local and systemic inflammatory disorders.
FINANCIAL DISCLOSURE(S): Proprietary or commercial disclosure may be found after the references.",111,2011-Oct-1
23661536,Review on the worldwide epidemiology of uveitis.,"Miserocchi, Elisabetta; Fogliato, Giovanni; Modorati, Giulio; Bandello, Francesco","Title: Review on the worldwide epidemiology of uveitis.
Authors: Miserocchi, Elisabetta; Fogliato, Giovanni; Modorati, Giulio; Bandello, Francesco
Publication Date: 2013-1-1
PMID: 23661536
We describe the worldwide epidemiology of uveitis through a systematic literature review. 
METHODS: Data obtained from the most relevant studies published until November 2012 were reported. 
RESULTS: Results of our research were structured in sections about the epidemiology of uveitis by anatomical location of inflammation (anterior, intermediate, posterior, and panuveitis), type of inflammation (infectious and noninfectious), and by age (children and elderly). Difficulties encountered analyzing the different epidemiologic studies were discussed in a dedicated section. 
CONCLUSIONS: Limited information is available regarding the epidemiology of uveitis. Worldwide epidemiologic studies may help the clinician in the management of patients with inflammatory ocular diseases, enabling the comparison of different uveitis entities.",105,2013-1-1
23290985,"Secukinumab in the treatment of noninfectious uveitis: results of three randomized, controlled clinical trials.","Dick, Andrew D; Tugal-Tutkun, Ilknur; Foster, Stephen; Zierhut, Manfred; Melissa Liew, S H; Bezlyak, Vladimir; Androudi, Sofia","Title: Secukinumab in the treatment of noninfectious uveitis: results of three randomized, controlled clinical trials.
Authors: Dick, Andrew D; Tugal-Tutkun, Ilknur; Foster, Stephen; Zierhut, Manfred; Melissa Liew, S H; Bezlyak, Vladimir; Androudi, Sofia
Publication Date: 2013-Apr-1
PMID: 23290985
To determine the efficacy and safety of different doses of secukinumab, a fully human monoclonal antibody for targeted interleukin-17A blockade, in patients with noninfectious uveitis.
DESIGN: Three multicenter, randomized, double-masked, placebo-controlled, dose-ranging phase III studies: SHIELD, INSURE, and ENDURE.
PARTICIPANTS: A total of 118 patients with Behçet's uveitis (SHIELD study); 31 patients with active, noninfectious, non-Behçet's uveitis (INSURE study); and 125 patients with quiescent, noninfectious, non-Behçet's uveitis (ENDURE study) were enrolled.
METHODS: After an initial subcutaneous (s.c.) loading phase in each treatment arm, patients received s.c. maintenance therapy with secukinumab 300 mg every 2 weeks (q2w), secukinumab 300 mg monthly (q4w), or placebo in the SHIELD study; secukinumab 300 mg q2w, secukinumab 300 mg q4w, secukinumab 150 mg q4w, or placebo in the INSURE study; or secukinumab 300 mg q2w, secukinumab 300 mg q4w, secukinumab 150 mg q4w, or placebo in the ENDURE study.
MAIN OUTCOME MEASURES: Reduction of uveitis recurrence or vitreous haze score during withdrawal of concomitant immunosuppressive medication (ISM). Other end points included best-corrected visual acuity, ISM use (expressed as a standardized ISM score), and safety outcomes.
RESULTS: After completion or early termination of each trial, there were no statistically significant differences in uveitis recurrence between the secukinumab treatment groups and placebo groups in any study. Secukinumab was associated with a significant reduction in mean total post-baseline ISM score (P = 0.019; 300 mg q4w vs. placebo) in the SHIELD study. Likewise, secukinumab was associated with a greater median reduction in ISM score versus placebo in the INSURE study, although no statistical analysis of the difference was conducted because of the small sample size. Overall, there was no loss in visual acuity reported in any treatment group during follow-up in all 3 studies. According to descriptive safety statistics, the frequencies of ocular and nonocular adverse events seemed to be slightly higher among secukinumab groups versus placebo across the 3 studies.
CONCLUSIONS: The primary efficacy end points of the 3 studies were not met. The secondary efficacy data from these studies suggest a beneficial effect of secukinumab in reducing the use of concomitant ISM.",104,2013-Apr-1
15967191,Acute anterior uveitis and HLA-B27.,"Chang, John H; McCluskey, Peter J; Wakefield, Denis","Title: Acute anterior uveitis and HLA-B27.
Authors: Chang, John H; McCluskey, Peter J; Wakefield, Denis
Publication Date: 2005-1-1
PMID: 15967191
Acute anterior uveitis is the most common form of uveitis. HLA-B27-associated acute anterior uveitis is a distinct clinical entity that has wide-ranging medical significance due to its ocular, systemic, immunologic, and genetic features. The association between HLA-B27 and the spectrum of HLA-B27-associated inflammatory diseases remains one of the strongest HLA-disease associations known to date. This review examines acute anterior uveitis with particular focus on HLA-B27-associated acute anterior uveitis, including the epidemiology, immunopathology, association with HLA-B27 and its subtypes, clinical features, complications, prognosis, and potential new therapies such as anti-TNFalpha therapy and oral HLA-B27-peptide tolerance. There have been substantial recent advances in both clinical and basic scientific research in this field, including studies of the various animal models of acute anterior uveitis and the HLA-B27 transgenic animals, and these are summarized in this review. To the ophthalmologist, HLA-B27-associated acute anterior uveitis is an important clinical entity that is common, afflicts relatively young patients in their most productive years, and is associated with significant ocular morbidity due to its typically recurrent attacks of inflammation and its potentially vision-threatening ocular complications. Furthermore, to the ophthalmologist and the internist, HLA-B27-associated acute anterior uveitis is also of systemic importance due to its significant association with extraocular inflammatory diseases.",102,2005-1-1
